EXP044698	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS055974; READS055975; READS055976; READS055977	ALIGNS049780	PEAKS044685	GSE105576	ENCSR356ECR	EXP044671	430	HepG2 (hepatoblastoma)	READS055908; READS055909	ALIGNS049753	GSE106027	ENCSR867VPL
EXP045140	PCBP1_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS057198; READS057199; READS057200; READS057201	ALIGNS050222	PEAKS045127	None	ENCSR052PTN	EXP044604	514	K562 (myelogenous leukemia)	READS055746; READS055747	ALIGNS049686	None	ENCSR440JAU
EXP045313	PRP4_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS057699; READS057700	ALIGNS050395	PEAKS045300	None	ENCSR220YXI	EXP044604	514	K562 (myelogenous leukemia)	READS055746; READS055747	ALIGNS049686	None	ENCSR440JAU
EXP045180	T2AG_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS057321; READS057322; READS057323; READS057324	ALIGNS050262	PEAKS045167	GSE92066	ENCSR801RPW	EXP044603	514	K562 (myelogenous leukemia)	READS055744; READS055745	ALIGNS049685	GSE91814	ENCSR492SGS
EXP045137	EP300_HUMAN	Homo sapiens	1154	omental fat pad	READS057188; READS057189	ALIGNS050219	PEAKS045124	GSE105945	ENCSR846TPT	EXP044602	1154	omental fat pad	READS055742; READS055743	ALIGNS049684	GSE106036	ENCSR875UDE
EXP044866	HDAC8_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS056442; READS056443	ALIGNS049948	PEAKS044853	None	ENCSR000DJZ; wgEncodeEH001209	EXP044600	514	K562 (myelogenous leukemia)	READS055740	ALIGNS049682	None	ENCSR000DKF; wgEncodeEH001203
EXP045187	CCAR2_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS057336; READS057337	ALIGNS050269	PEAKS045174	None	ENCSR247XFV	EXP044599	430	HepG2 (hepatoblastoma)	READS055738; READS055739	ALIGNS049681	None	ENCSR254UDV
EXP044922	EP300_HUMAN	Homo sapiens	1169	sigmoid colon	READS056615; READS056616	ALIGNS050004	PEAKS044909	GSE105863	ENCSR923WJS	EXP044598	1169	sigmoid colon	READS055736; READS055737	ALIGNS049680	GSE105377	ENCSR190PGI
EXP044803	HNRPK_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS056250; READS056251; READS056252; READS056253	ALIGNS049885	PEAKS044790	None	ENCSR014RCS	EXP044597	514	K562 (myelogenous leukemia)	READS055734; READS055735	ALIGNS049679	None	ENCSR814UCX
EXP045289	EP300_HUMAN	Homo sapiens	1157	stomach	READS057626; READS057627	ALIGNS050371	PEAKS045276	GSE105672	ENCSR684NJD	EXP044596	1157	stomach	READS055732; READS055733	ALIGNS049678	GSE105817	ENCSR804FRO
EXP044927	EP300_HUMAN	Homo sapiens	1158	vagina	READS056628; READS056629	ALIGNS050009	PEAKS044914	GSE106039	ENCSR877SNO	EXP044595	1158	vagina	READS055730; READS055731	ALIGNS049677	GSE105664	ENCSR466CAA
EXP044834	HDAC8_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS056354; READS056355; READS056356; READS056357	ALIGNS049916	PEAKS044821	GSE92092	ENCSR835TCD	EXP044594	514	K562 (myelogenous leukemia)	READS055728; READS055729	ALIGNS049676	GSE91888	ENCSR578DNH
EXP045110	EED_HUMAN	Homo sapiens	356	GM12878 (female B-cells)	READS057109; READS057110	ALIGNS050192	PEAKS045097	GSE95979	ENCSR199WXF	EXP044593	356	GM12878 (female B-cells)	READS055726; READS055727	ALIGNS049675	GSE96452	ENCSR890ZMI
EXP044672	EP300_HUMAN	Homo sapiens	1181	upper lobe of left lung	READS055910; READS055911	ALIGNS049754	PEAKS044659	GSE105891	ENCSR828PZH	EXP044592	1181	upper lobe of left lung	READS055724; READS055725	ALIGNS049674	GSE105964	ENCSR976HZM
EXP044925	EP300_HUMAN	Homo sapiens	1175	prostate gland	READS056624; READS056625	ALIGNS050007	PEAKS044912	GSE105835	ENCSR912ZIY	EXP044591	1175	prostate gland	READS055722; READS055723	ALIGNS049673	GSE105683	ENCSR689LFI
EXP044816	None	Homo sapiens	514	K562 (myelogenous leukemia)	READS056295; READS056296	ALIGNS049898	PEAKS044803	GSE105560	ENCSR641BSL	EXP044590	514	K562 (myelogenous leukemia)	READS055720; READS055721	ALIGNS049672	GSE105887	ENCSR932KYH
EXP045118	PTBP1_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS057130; READS057131	ALIGNS050200	PEAKS045105	GSE105898	ENCSR948KMB	EXP044590	514	K562 (myelogenous leukemia)	READS055720; READS055721	ALIGNS049672	GSE105887	ENCSR932KYH
EXP045136	RFOX2_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS057186; READS057187	ALIGNS050218	PEAKS045123	GSE105870	ENCSR822LBD	EXP044590	514	K562 (myelogenous leukemia)	READS055720; READS055721	ALIGNS049672	GSE105887	ENCSR932KYH
EXP045162	TADBP_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS057266; READS057267	ALIGNS050244	PEAKS045149	GSE105530	ENCSR429XTR	EXP044590	514	K562 (myelogenous leukemia)	READS055720; READS055721	ALIGNS049672	GSE105887	ENCSR932KYH
EXP045182	FUS_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS057327; READS057328	ALIGNS050264	PEAKS045169	GSE105205	ENCSR051DXE	EXP044590	514	K562 (myelogenous leukemia)	READS055720; READS055721	ALIGNS049672	GSE105887	ENCSR932KYH
EXP044826	EP300_HUMAN	Homo sapiens	1169	sigmoid colon	READS056328; READS056329	ALIGNS049908	PEAKS044813	GSE105494	ENCSR313BMV	EXP044589	1169	sigmoid colon	READS055718; READS055719	ALIGNS049671	GSE105631	ENCSR393DQE
EXP044891	EP300_HUMAN	Homo sapiens	1140	subcutaneous adipose tissue	READS056505; READS056506	ALIGNS049973	PEAKS044878	GSE105990	ENCSR983SZL	EXP044588	1140	subcutaneous adipose tissue	READS055716; READS055717	ALIGNS049670	GSE105923	ENCSR956TLA
EXP045242	T2EB_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS057490; READS057491; READS057492; READS057493	ALIGNS050324	PEAKS045229	GSE105643	ENCSR532KTI	EXP044587	514	K562 (myelogenous leukemia)	READS055715	ALIGNS049669	GSE105229	ENCSR021JFW
EXP045219	EP300_HUMAN	Homo sapiens	1181	upper lobe of left lung	READS057424; READS057425	ALIGNS050301	PEAKS045206	GSE105541	ENCSR635XLM	EXP044586	1181	upper lobe of left lung	READS055713; READS055714	ALIGNS049668	GSE105545	ENCSR508MUL
EXP045252	EP300_HUMAN	Homo sapiens	1150	ovary	READS057518; READS057519	ALIGNS050334	PEAKS045239	GSE105333	ENCSR158TRP	EXP044585	1150	ovary	READS055711; READS055712	ALIGNS049667	GSE105759	ENCSR594DIR
EXP045236	RAD21_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS057470; READS057471	ALIGNS050318	PEAKS045223	GSE95896	ENCSR054FKH	EXP044584	430	HepG2 (hepatoblastoma)	READS055710	ALIGNS049666	GSE95991	ENCSR226ULX
EXP044928	TIF1B_HUMAN	Homo sapiens	421	HEK293 (embryonic kidney)	READS056630; READS056631	ALIGNS050010	PEAKS044915	None	ENCSR618HNF	EXP044583	421	HEK293 (embryonic kidney)	READS055709	ALIGNS049665	None	ENCSR938LXW
EXP045018	SETB1_HUMAN	Homo sapiens	421	HEK293 (embryonic kidney)	READS056851; READS056852	ALIGNS050100	PEAKS045005	None	ENCSR348AGV	EXP044583	421	HEK293 (embryonic kidney)	READS055709	ALIGNS049665	None	ENCSR938LXW
EXP045299	RAD21_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS057658; READS057659	ALIGNS050381	PEAKS045286	GSE96324	ENCSR703TNG	EXP044582	113	MCF7 (Invasive ductal breast carcinoma)	READS055708	ALIGNS049664	GSE95982	ENCSR204BLL
EXP044853	EP300_HUMAN	Homo sapiens	1150	ovary	READS056411; READS056412	ALIGNS049935	PEAKS044840	GSE105704	ENCSR696LQU	EXP044581	1150	ovary	READS055706; READS055707	ALIGNS049663	GSE105394	ENCSR255HLM
EXP040967	GRHL2_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049790	ALIGNS046045	PEAKS042606	GSE109820	None	EXP040949	113	MCF7 (Invasive ductal breast carcinoma)	READS049756	ALIGNS046027	GSE109820	None
EXP040966	GRHL2_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049789	ALIGNS046044	PEAKS042605	GSE109820	None	EXP040948	113	MCF7 (Invasive ductal breast carcinoma)	READS049755	ALIGNS046026	GSE109820	None
EXP040965	GRHL2_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049788	ALIGNS046043	PEAKS042604	GSE109820	None	EXP040947	113	MCF7 (Invasive ductal breast carcinoma)	READS049754	ALIGNS046025	GSE109820	None
EXP040964	GRHL2_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049787	ALIGNS046042	PEAKS042603	GSE109820	None	EXP040946	113	MCF7 (Invasive ductal breast carcinoma)	READS049753	ALIGNS046024	GSE109820	None
EXP040963	GRHL2_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049786	ALIGNS046041	PEAKS042602	GSE109820	None	EXP040945	113	MCF7 (Invasive ductal breast carcinoma)	READS049752	ALIGNS046023	GSE109820	None
EXP040962	GRHL2_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049784; READS049785	ALIGNS046040	PEAKS042601	GSE109820	None	EXP040944	113	MCF7 (Invasive ductal breast carcinoma)	READS049751	ALIGNS046022	GSE109820	None
EXP040961	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049782; READS049783	ALIGNS046039	PEAKS042600	GSE109820	None	EXP040943	113	MCF7 (Invasive ductal breast carcinoma)	READS049750	ALIGNS046021	GSE109820	None
EXP040960	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049780; READS049781	ALIGNS046038	PEAKS042599	GSE109820	None	EXP040942	113	MCF7 (Invasive ductal breast carcinoma)	READS049749	ALIGNS046020	GSE109820	None
EXP040959	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049778; READS049779	ALIGNS046037	PEAKS042598	GSE109820	None	EXP040941	113	MCF7 (Invasive ductal breast carcinoma)	READS049748	ALIGNS046019	GSE109820	None
EXP040958	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049776; READS049777	ALIGNS046036	PEAKS042597	GSE109820	None	EXP040940	113	MCF7 (Invasive ductal breast carcinoma)	READS049747	ALIGNS046018	GSE109820	None
EXP040957	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049774; READS049775	ALIGNS046035	PEAKS042596	GSE109820	None	EXP040939	113	MCF7 (Invasive ductal breast carcinoma)	READS049746	ALIGNS046017	GSE109820	None
EXP040956	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049772; READS049773	ALIGNS046034	PEAKS042595	GSE109820	None	EXP040938	113	MCF7 (Invasive ductal breast carcinoma)	READS049745	ALIGNS046016	GSE109820	None
EXP040955	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049770; READS049771	ALIGNS046033	PEAKS042594	GSE109820	None	EXP040937	113	MCF7 (Invasive ductal breast carcinoma)	READS049744	ALIGNS046015	GSE109820	None
EXP040954	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049768; READS049769	ALIGNS046032	PEAKS042593	GSE109820	None	EXP040936	113	MCF7 (Invasive ductal breast carcinoma)	READS049743	ALIGNS046014	GSE109820	None
EXP040953	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049766; READS049767	ALIGNS046031	PEAKS042592	GSE109820	None	EXP040935	113	MCF7 (Invasive ductal breast carcinoma)	READS049742	ALIGNS046013	GSE109820	None
EXP040952	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049763; READS049764; READS049765	ALIGNS046030	PEAKS042591	GSE109820	None	EXP040934	113	MCF7 (Invasive ductal breast carcinoma)	READS049741	ALIGNS046012	GSE109820	None
EXP040951	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049760; READS049761; READS049762	ALIGNS046029	PEAKS042590	GSE109820	None	EXP040933	113	MCF7 (Invasive ductal breast carcinoma)	READS049740	ALIGNS046011	GSE109820	None
EXP040950	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049757; READS049758; READS049759	ALIGNS046028	PEAKS042589	GSE109820	None	EXP040932	113	MCF7 (Invasive ductal breast carcinoma)	READS049739	ALIGNS046010	GSE109820	None
EXP040921	EZH2_HUMAN	Homo sapiens	47	KG1 (acute myeloid leukemia)	READS049683; READS049684; READS049685; READS049686; READS049687; READS049688; READS049689; READS049690; READS049691; READS049692; READS049693; READS049694; READS049695; READS049696; READS049697; READS049698; READS049699; READS049700; READS049701; READS049702; READS049703; READS049704	ALIGNS045999	PEAKS042580	GSE109619	None	EXP040919	47	KG1 (acute myeloid leukemia)	READS049645; READS049646; READS049647; READS049648; READS049649; READS049650; READS049651; READS049652; READS049653; READS049654; READS049655; READS049656; READS049657; READS049658; READS049659; READS049660	ALIGNS045997	GSE109619	None
EXP040920	EZH2_HUMAN	Homo sapiens	47	KG1 (acute myeloid leukemia)	READS049661; READS049662; READS049663; READS049664; READS049665; READS049666; READS049667; READS049668; READS049669; READS049670; READS049671; READS049672; READS049673; READS049674; READS049675; READS049676; READS049677; READS049678; READS049679; READS049680; READS049681; READS049682	ALIGNS045998	PEAKS042579	GSE109619	None	EXP040918	47	KG1 (acute myeloid leukemia)	READS049634; READS049635; READS049636; READS049637; READS049638; READS049639; READS049640; READS049641; READS049642; READS049643; READS049644	ALIGNS045996	GSE109619	None
EXP040922	ZBT16_HUMAN	Homo sapiens	47	KG1 (acute myeloid leukemia)	READS049705; READS049706; READS049707; READS049708; READS049709; READS049710; READS049711; READS049712; READS049713; READS049714; READS049715; READS049716; READS049717; READS049718; READS049719; READS049720; READS049721; READS049722; READS049723; READS049724; READS049725; READS049726	ALIGNS046000	PEAKS042581	GSE109619	None	EXP040918	47	KG1 (acute myeloid leukemia)	READS049634; READS049635; READS049636; READS049637; READS049638; READS049639; READS049640; READS049641; READS049642; READS049643; READS049644	ALIGNS045996	GSE109619	None
EXP040905	SMRC1_HUMAN	Homo sapiens	1243	bone marrow-derived nuclear cells (adult)	READS049585; READS049586; READS049587	ALIGNS045983	PEAKS042569	GSE108976	None	EXP040903	1243	bone marrow-derived nuclear cells (adult)	READS049581; READS049582; READS049583	ALIGNS045981	GSE108976	None
EXP040904	SMRC1_HUMAN	Homo sapiens	730	peripheral blood mononuclear cells	READS049584	ALIGNS045982	PEAKS042568	GSE108976	None	EXP040902	730	peripheral blood mononuclear cells	READS049580	ALIGNS045980	GSE108976	None
EXP040891	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049409; READS049410; READS049411; READS049412; READS049413; READS049414; READS049415; READS049416; READS049417; READS049418; READS049419; READS049420; READS049421; READS049422; READS049423; READS049424; READS049425; READS049426; READS049427; READS049428; READS049429; READS049430; READS049431; READS049432; READS049433; READS049434; READS049435; READS049436; READS049437; READS049438; READS049439; READS049440; READS049441; READS049442; READS049443; READS049444; READS049445; READS049446; READS049447; READS049448; READS049449; READS049450; READS049451; READS049452	ALIGNS045969	PEAKS042557	GSE108883	None	EXP040888	113	MCF7 (Invasive ductal breast carcinoma)	READS049269; READS049270; READS049271; READS049272; READS049273; READS049274; READS049275; READS049276; READS049277; READS049278; READS049279; READS049280; READS049281; READS049282; READS049283; READS049284; READS049285; READS049286; READS049287; READS049288; READS049289; READS049290; READS049291; READS049292; READS049293; READS049294; READS049295; READS049296; READS049297; READS049298; READS049299; READS049300; READS049301; READS049302; READS049303; READS049304	ALIGNS045966	GSE108883	None
EXP040892	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049453; READS049454; READS049455; READS049456; READS049457; READS049458; READS049459; READS049460; READS049461; READS049462; READS049463; READS049464; READS049465; READS049466; READS049467; READS049468; READS049469; READS049470; READS049471; READS049472; READS049473; READS049474; READS049475; READS049476; READS049477; READS049478; READS049479; READS049480; READS049481; READS049482; READS049483; READS049484; READS049485; READS049486; READS049487; READS049488	ALIGNS045970	PEAKS042558	GSE108883	None	EXP040888	113	MCF7 (Invasive ductal breast carcinoma)	READS049269; READS049270; READS049271; READS049272; READS049273; READS049274; READS049275; READS049276; READS049277; READS049278; READS049279; READS049280; READS049281; READS049282; READS049283; READS049284; READS049285; READS049286; READS049287; READS049288; READS049289; READS049290; READS049291; READS049292; READS049293; READS049294; READS049295; READS049296; READS049297; READS049298; READS049299; READS049300; READS049301; READS049302; READS049303; READS049304	ALIGNS045966	GSE108883	None
EXP040893	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049489; READS049490; READS049491; READS049492; READS049493; READS049494; READS049495; READS049496; READS049497; READS049498; READS049499; READS049500; READS049501; READS049502; READS049503; READS049504; READS049505; READS049506; READS049507; READS049508; READS049509; READS049510; READS049511; READS049512; READS049513; READS049514; READS049515; READS049516; READS049517; READS049518; READS049519; READS049520	ALIGNS045971	PEAKS042559	GSE108883	None	EXP040888	113	MCF7 (Invasive ductal breast carcinoma)	READS049269; READS049270; READS049271; READS049272; READS049273; READS049274; READS049275; READS049276; READS049277; READS049278; READS049279; READS049280; READS049281; READS049282; READS049283; READS049284; READS049285; READS049286; READS049287; READS049288; READS049289; READS049290; READS049291; READS049292; READS049293; READS049294; READS049295; READS049296; READS049297; READS049298; READS049299; READS049300; READS049301; READS049302; READS049303; READS049304	ALIGNS045966	GSE108883	None
EXP040894	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049521; READS049522; READS049523; READS049524; READS049525; READS049526; READS049527; READS049528; READS049529; READS049530; READS049531; READS049532; READS049533; READS049534; READS049535; READS049536; READS049537; READS049538; READS049539; READS049540; READS049541; READS049542; READS049543; READS049544	ALIGNS045972	PEAKS042560	GSE108883	None	EXP040888	113	MCF7 (Invasive ductal breast carcinoma)	READS049269; READS049270; READS049271; READS049272; READS049273; READS049274; READS049275; READS049276; READS049277; READS049278; READS049279; READS049280; READS049281; READS049282; READS049283; READS049284; READS049285; READS049286; READS049287; READS049288; READS049289; READS049290; READS049291; READS049292; READS049293; READS049294; READS049295; READS049296; READS049297; READS049298; READS049299; READS049300; READS049301; READS049302; READS049303; READS049304	ALIGNS045966	GSE108883	None
EXP040895	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049545; READS049546; READS049547; READS049548; READS049549; READS049550; READS049551; READS049552; READS049553; READS049554; READS049555; READS049556	ALIGNS045973	PEAKS042561	GSE108883	None	EXP040888	113	MCF7 (Invasive ductal breast carcinoma)	READS049269; READS049270; READS049271; READS049272; READS049273; READS049274; READS049275; READS049276; READS049277; READS049278; READS049279; READS049280; READS049281; READS049282; READS049283; READS049284; READS049285; READS049286; READS049287; READS049288; READS049289; READS049290; READS049291; READS049292; READS049293; READS049294; READS049295; READS049296; READS049297; READS049298; READS049299; READS049300; READS049301; READS049302; READS049303; READS049304	ALIGNS045966	GSE108883	None
EXP040896	SUMO2_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049557; READS049558; READS049559; READS049560; READS049561; READS049562; READS049563; READS049564	ALIGNS045974	PEAKS042562	GSE108883	None	EXP040888	113	MCF7 (Invasive ductal breast carcinoma)	READS049269; READS049270; READS049271; READS049272; READS049273; READS049274; READS049275; READS049276; READS049277; READS049278; READS049279; READS049280; READS049281; READS049282; READS049283; READS049284; READS049285; READS049286; READS049287; READS049288; READS049289; READS049290; READS049291; READS049292; READS049293; READS049294; READS049295; READS049296; READS049297; READS049298; READS049299; READS049300; READS049301; READS049302; READS049303; READS049304	ALIGNS045966	GSE108883	None
EXP040897	SUMO2_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049565; READS049566; READS049567; READS049568; READS049569; READS049570; READS049571; READS049572	ALIGNS045975	PEAKS042563	GSE108883	None	EXP040888	113	MCF7 (Invasive ductal breast carcinoma)	READS049269; READS049270; READS049271; READS049272; READS049273; READS049274; READS049275; READS049276; READS049277; READS049278; READS049279; READS049280; READS049281; READS049282; READS049283; READS049284; READS049285; READS049286; READS049287; READS049288; READS049289; READS049290; READS049291; READS049292; READS049293; READS049294; READS049295; READS049296; READS049297; READS049298; READS049299; READS049300; READS049301; READS049302; READS049303; READS049304	ALIGNS045966	GSE108883	None
EXP040889	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS049305; READS049306; READS049307; READS049308; READS049309; READS049310; READS049311; READS049312; READS049313; READS049314; READS049315; READS049316; READS049317; READS049318; READS049319; READS049320; READS049321; READS049322; READS049323; READS049324; READS049325; READS049326; READS049327; READS049328; READS049329; READS049330; READS049331; READS049332; READS049333; READS049334; READS049335; READS049336; READS049337; READS049338; READS049339; READS049340; READS049341; READS049342; READS049343; READS049344; READS049345; READS049346; READS049347; READS049348; READS049349; READS049350; READS049351; READS049352; READS049353; READS049354; READS049355; READS049356; READS049357; READS049358; READS049359; READS049360; READS049361; READS049362; READS049363; READS049364; READS049365; READS049366; READS049367; READS049368; READS049369; READS049370; READS049371; READS049372; READS049373; READS049374; READS049375; READS049376; READS049377; READS049378; READS049379; READS049380	ALIGNS045967	PEAKS042555	GSE108883	None	EXP040887	113	MCF7 (Invasive ductal breast carcinoma)	READS049239; READS049240; READS049241; READS049242; READS049243; READS049244; READS049245; READS049246; READS049247; READS049248; READS049249; READS049250; READS049251; READS049252; READS049253; READS049254; READS049255; READS049256; READS049257; READS049258; READS049259; READS049260; READS049261; READS049262; READS049263; READS049264; READS049265; READS049266; READS049267; READS049268	ALIGNS045965	GSE108883	None
